"ID","Incident Time","Source","Policies","Channel","Destination","Severity","Action","Maximum Matches","Transaction Size (KB)","Status",
"1249767","21 Aug. 2020, 06:44:55 PM GMT+0530","ankitkumar","Source code","Endpoint application (File Access)","Microsoft Office Excel","Medium","Permitted","1","799.7","New",
"1249763","21 Aug. 2020, 06:44:53 PM GMT+0530","divyanigupta","Source code","Endpoint HTTPS","ws8.hotjar.com","Medium","Permitted","3","41.2","New",
"1249511","21 Aug. 2020, 06:44:50 PM GMT+0530","kumaragg","Source code","Endpoint application (File Access)","Firefox","Medium","Permitted","1","43.2","New",
"1249715","21 Aug. 2020, 06:44:37 PM GMT+0530","dtlauncher","Source code","Endpoint application (File Access)","Safari","Medium","Permitted","6","662.1","New",
"1249569","21 Aug. 2020, 06:44:21 PM GMT+0530","kumaragg","Source code","Endpoint application (File Access)","Microsoft Office Outlook","Medium","Permitted","4","487.6","New",
"1249625","21 Aug. 2020, 06:44:05 PM GMT+0530","harshityadav","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","2","140.9","New",
"1249302","21 Aug. 2020, 06:43:37 PM GMT+0530","rajeshgupta","Poland PII","Endpoint HTTPS","rum-http-intake.logs.datadoghq.com","Medium","Permitted","1","15.7","New",
"1249299","21 Aug. 2020, 06:43:35 PM GMT+0530","rajeshkumar","GitHUB","Endpoint HTTPS","api.github.com","High","Permitted","3","26.9","New",
"1249501","21 Aug. 2020, 06:43:30 PM GMT+0530","rajeshkumar","Slovakia PII","Endpoint HTTPS","api.github.com","Medium","Permitted","1","0.9","New",
"1249498","21 Aug. 2020, 06:43:27 PM GMT+0530","raghavsharma","Encrypted Files","Endpoint application (File Access)","Chrome","Medium","Permitted","0","1.4","New",
"1249705","21 Aug. 2020, 06:43:15 PM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","1.1","New",
"1249702","21 Aug. 2020, 06:43:15 PM GMT+0530","raghavsharma","Encrypted Files","Endpoint application (File Access)","Chrome","Medium","Permitted","0","1.4","New",
"1249557","21 Aug. 2020, 06:42:58 PM GMT+0530","rajeshgupta","Poland PII","Endpoint HTTPS","mail.google.com","Medium","Permitted","1","0.2","New",
"1249553","21 Aug. 2020, 06:42:56 PM GMT+0530","ankitkumar","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","2","328.1","New",
"1249619","21 Aug. 2020, 06:42:26 PM GMT+0530","rajeshkumar","Croatia PII","Endpoint HTTPS","api.github.com","Medium","Permitted","1","10.6","New",
"1249290","21 Aug. 2020, 06:42:09 PM GMT+0530","it","Slovakia PII","Endpoint HTTPS","www.google-analytics.com","Medium","Permitted","1","1.3","New",
"1249287","21 Aug. 2020, 06:42:09 PM GMT+0530","it","Slovakia PII","Endpoint HTTPS","www.google-analytics.com","Medium","Permitted","1","1.4","New",
"1249488","21 Aug. 2020, 06:41:16 PM GMT+0530","harshityadav","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","2","140.9","New",
"1249687","21 Aug. 2020, 06:41:00 PM GMT+0530","jaskiratsingh","Password files","Endpoint application (File Access)","Safari","Medium","Permitted","0","6.7","New",
"1249157","21 Aug. 2020, 06:40:59 PM GMT+0530","jaskiratsingh","Password files","Endpoint application (File Access)","Safari","Medium","Permitted","0","6.7","New",
"1249547","21 Aug. 2020, 06:40:49 PM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","3.9","New",
"1249612","21 Aug. 2020, 06:40:40 PM GMT+0530","vinamragupta","Encrypted Files","Endpoint application (File Access)","Chrome","Medium","Permitted","0","47.6","New",
"1249275","21 Aug. 2020, 06:40:09 PM GMT+0530","swatiagrawal","Poland PII","Endpoint HTTPS","api.github.com","Medium","Permitted","1","1E+1","New",
"1249271","21 Aug. 2020, 06:40:08 PM GMT+0530","divyanigupta","Source code","Endpoint HTTPS","ws8.hotjar.com","Medium","Permitted","3","41.2","New",
"1249482","21 Aug. 2020, 06:39:54 PM GMT+0530","varunnaik","Poland PII","Endpoint HTTPS","fls-eu.amazon.in","Medium","Permitted","1","56.7","New",
"1249139","21 Aug. 2020, 06:39:50 PM GMT+0530","divyanigupta","Source code","Endpoint HTTPS","ws8.hotjar.com","Medium","Permitted","3","41.2","New",
"1249136","21 Aug. 2020, 06:39:49 PM GMT+0530","vinitsaxena","Encrypted Files","Endpoint application (File Access)","Dropbox","Medium","Permitted","0","38.3","New",
"1249133","21 Aug. 2020, 06:39:49 PM GMT+0530","vinitsaxena","Encrypted Files","Endpoint application (File Access)","Dropbox","Medium","Permitted","0","3.4","New",
"1249541","21 Aug. 2020, 06:39:39 PM GMT+0530","kanwardeepsingh","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","3.3","New",
"1249381","21 Aug. 2020, 06:39:21 PM GMT+0530","niharmathur","Poland PII","Endpoint HTTPS","firestore.googleapis.com","Medium","Permitted","1","0.6","New",
"1249256","21 Aug. 2020, 06:38:08 PM GMT+0530","jitendrasolanki","Password files","Endpoint application (File Access)","Safari","Medium","Permitted","0","6.7","New",
"1249251","21 Aug. 2020, 06:38:07 PM GMT+0530","jitendrasolanki","Password files","Endpoint application (File Access)","Safari","Medium","Permitted","0","6.7","New",
"1249472","21 Aug. 2020, 06:37:56 PM GMT+0530","nitisrivastava","Source code","Endpoint application (File Access)","Microsoft Office Outlook","Medium","Permitted","2","11663.4","New",
"1249126","21 Aug. 2020, 06:37:39 PM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","40.3","New",
"1249456","21 Aug. 2020, 06:37:07 PM GMT+0530","divyanigupta","Source code","Endpoint HTTPS","ws8.hotjar.com","Medium","Permitted","3","39.9","New",
"1249372","21 Aug. 2020, 06:36:49 PM GMT+0530","it","GitHUB; Poland PII","Endpoint HTTPS","api.github.com","High","Permitted","1","13.9","New",
"1249241","21 Aug. 2020, 06:36:34 PM GMT+0530","harshityadav","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","2","140.9","New",
"1249179","21 Aug. 2020, 06:36:17 PM GMT+0530","vivekjha","Poland PII","Endpoint HTTPS","www.google-analytics.com","Medium","Permitted","1","0.7","New",
"1249172","21 Aug. 2020, 06:36:15 PM GMT+0530","ankitkumar","Croatia PII; Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","38","96.8","New",
"1249108","21 Aug. 2020, 06:35:25 PM GMT+0530","it","Source code","Endpoint application (File Access)","Microsoft Office Outlook","Medium","Permitted","6","662.1","New",
"1249066","21 Aug. 2020, 06:35:20 PM GMT+0530","kanwardeepsingh","Croatia PII; Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","22","130.1","New",
"1249062","21 Aug. 2020, 06:35:13 PM GMT+0530","nitisrivastava","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","2","148.1","New",
"1249058","21 Aug. 2020, 06:35:13 PM GMT+0530","nitisrivastava","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","1","131.9","New",
"1249054","21 Aug. 2020, 06:35:13 PM GMT+0530","nitisrivastava","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","1","138.4","New",
"1249050","21 Aug. 2020, 06:35:13 PM GMT+0530","nitisrivastava","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","1","148.5","New",
"1249045","21 Aug. 2020, 06:35:13 PM GMT+0530","it","Source code","Endpoint application (File Access)","Safari","Medium","Permitted","6","662.1","New",
"1249041","21 Aug. 2020, 06:35:13 PM GMT+0530","nitisrivastava","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","2","136.8","New",
"1249037","21 Aug. 2020, 06:35:12 PM GMT+0530","nitisrivastava","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","4","285.3","New",
"1249033","21 Aug. 2020, 06:35:12 PM GMT+0530","nitisrivastava","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","2","16414.8","New",
"1249322","21 Aug. 2020, 06:35:05 PM GMT+0530","nitisrivastava","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","3","120.8","New",
"1249318","21 Aug. 2020, 06:35:05 PM GMT+0530","nitisrivastava","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","2","121.3","New",
"1249314","21 Aug. 2020, 06:35:05 PM GMT+0530","nitisrivastava","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","3","120.5","New",
"1248935","21 Aug. 2020, 06:35:05 PM GMT+0530","nitisrivastava","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","2","121.4","New",
"1248931","21 Aug. 2020, 06:35:05 PM GMT+0530","nitisrivastava","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","2","121.5","New",
"1248926","21 Aug. 2020, 06:35:04 PM GMT+0530","varunsingh","Slovakia PII; Poland PII","Endpoint HTTPS","hangouts.clients6.google.com","Medium","Permitted","2","1.5","New",
"1249004","21 Aug. 2020, 06:35:00 PM GMT+0530","varunnaik","Poland PII","Endpoint HTTPS","fls-eu.amazon.in","Medium","Permitted","2","55.2","New",
"1249000","21 Aug. 2020, 06:34:55 PM GMT+0530","divyawadhwa","Source code","Endpoint application (File Access)","Chrome","Medium","Permitted","1","675.8","New",
"1249163","21 Aug. 2020, 06:34:51 PM GMT+0530","it","Poland PII","Endpoint HTTPS","firestore.googleapis.com","Medium","Permitted","1","1.1","New",
"1248785","21 Aug. 2020, 06:34:43 PM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","7.6","New",
"1249093","21 Aug. 2020, 06:34:39 PM GMT+0530","jitendrasolanki","Password files","Endpoint application (File Access)","Safari","Medium","Permitted","0","6.7","New",
"1249088","21 Aug. 2020, 06:34:38 PM GMT+0530","jitendrasolanki","Password files","Endpoint application (File Access)","Safari","Medium","Permitted","0","6.7","New",
"1249020","21 Aug. 2020, 06:34:21 PM GMT+0530","jasbirsingh","Poland PII","Endpoint HTTPS","smartproxy.com","High","Permitted","6","21.3","New",
"1248917","21 Aug. 2020, 06:34:16 PM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","6.6","New",
"1248914","21 Aug. 2020, 06:34:14 PM GMT+0530","hinaagarwal","Poland PII","Endpoint HTTPS","fls-eu.amazon.in","Medium","Permitted","1","45.1","New",
"1248989","21 Aug. 2020, 06:34:08 PM GMT+0530","kanwardeepsingh","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","2","94.1","New",
"1248773","21 Aug. 2020, 06:33:59 PM GMT+0530","jasbirsingh","Croatia PII","Endpoint HTTPS","www.google.com","Medium","Permitted","1","4.3","New",
"1248767","21 Aug. 2020, 06:33:56 PM GMT+0530","ankitkumar","Source code; Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","7.3","New",
"1248480","21 Aug. 2020, 06:33:46 PM GMT+0530","ankitkumar","Source code","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","4.9","New",
"1248689","21 Aug. 2020, 06:33:20 PM GMT+0530","kanwardeepsingh","Croatia PII; Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","11","89.5","New",
"1248685","21 Aug. 2020, 06:33:16 PM GMT+0530","ankitkumar","Source code","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","4.9","New",
"1248682","21 Aug. 2020, 06:33:15 PM GMT+0530","ankitkumar","Croatia PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","2","19","New",
"1248901","21 Aug. 2020, 06:33:10 PM GMT+0530","ankitkumar","Source code","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","3","1E+1","New",
"1248898","21 Aug. 2020, 06:33:09 PM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","10.3","New",
"1248818","21 Aug. 2020, 06:33:01 PM GMT+0530","rajansingh","Source code","Endpoint application (File Access)","Microsoft Office Outlook","Medium","Permitted","6","662.1","New",
"1248758","21 Aug. 2020, 06:32:50 PM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","4","17.4","New",
"1248474","21 Aug. 2020, 06:32:39 PM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","2.5","New",
"1248676","21 Aug. 2020, 06:32:23 PM GMT+0530","it","Poland PII","Endpoint HTTPS","fls-eu.amazon.in","Medium","Permitted","1","23.6","New",
"1248879","21 Aug. 2020, 06:32:17 PM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","9.9","New",
"1248874","21 Aug. 2020, 06:32:13 PM GMT+0530","rajansingh","Source code","Endpoint application (File Access)","Safari","Medium","Permitted","6","662.1","New",
"1248798","21 Aug. 2020, 06:32:10 PM GMT+0530","lavishbansal","GitHUB","Endpoint HTTPS","api.github.com","High","Permitted","1","12.7","New",
"1248795","21 Aug. 2020, 06:32:08 PM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","2","7.2","New",
"1248792","21 Aug. 2020, 06:32:05 PM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","3","29.8","New",
"1248729","21 Aug. 2020, 06:31:58 PM GMT+0530","ankitkumar","Croatia PII; Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","37.8","New",
"1248718","21 Aug. 2020, 06:31:52 PM GMT+0530","paramjeet","GitHUB; Poland PII","Endpoint HTTPS","api.github.com","High","Permitted","3","37.5","New",
"1248468","21 Aug. 2020, 06:31:44 PM GMT+0530","ankitkumar","Slovakia PII","Endpoint HTTPS","www.google.co.in","Medium","Permitted","1","0.6","New",
"1248630","21 Aug. 2020, 06:31:29 PM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","5.9","New",
"1248625","21 Aug. 2020, 06:31:24 PM GMT+0530","rajansingh","Source code","Endpoint application (File Access)","iCloud","Medium","Permitted","6","662.1","New",
"1248250","21 Aug. 2020, 06:31:20 PM GMT+0530","anshkamra","Source code","Endpoint application (File Access)","Microsoft Office Excel","Medium","Permitted","4","487.6","New",
"1248245","21 Aug. 2020, 06:31:20 PM GMT+0530","hinaagarwal","Slovakia PII; Poland PII","Endpoint HTTPS","conf.magenta.at","Medium","Permitted","1","0.3","New",
"1248182","21 Aug. 2020, 06:30:52 PM GMT+0530","paramjeet","Poland PII","Endpoint HTTPS","api.github.com","High","Permitted","6","11.1","New",
"1248450","21 Aug. 2020, 06:30:26 PM GMT+0530","it","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","6","662.1","New",
"1248403","21 Aug. 2020, 06:30:17 PM GMT+0530","varunsingh","Poland PII","Endpoint HTTPS","help.pentaho.com","Medium","Permitted","2","0.6","New",
"1248396","21 Aug. 2020, 06:30:11 PM GMT+0530","paramjeet","GitHUB; Croatia PII; Poland PII","Endpoint HTTPS","api.github.com","High","Permitted","3","30.3","New",
"1248607","21 Aug. 2020, 06:30:10 PM GMT+0530","it","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","6","662.1","New",
"1248172","21 Aug. 2020, 06:29:48 PM GMT+0530","lavishbansal","GitHUB","Endpoint HTTPS","api.github.com","High","Permitted","1","13.5","New",
"1248169","21 Aug. 2020, 06:29:47 PM GMT+0530","it","Poland PII","Endpoint HTTPS","logs.browserstack.com","Medium","Permitted","1","5","New",
"1248443","21 Aug. 2020, 06:29:33 PM GMT+0530","it","Poland PII","Endpoint HTTPS","logs.browserstack.com","Medium","Permitted","1","5","New",
"1248365","21 Aug. 2020, 06:28:33 PM GMT+0530","it","Poland PII","Endpoint HTTPS","logs.browserstack.com","Medium","Permitted","2","4.9","New",
"1248358","21 Aug. 2020, 06:28:32 PM GMT+0530","manojkumar","Slovakia PII; Croatia PII; Poland PII","Endpoint HTTPS","ichnaea-web.netflix.com","High","Permitted","17","34.8","New",
"1248318","21 Aug. 2020, 06:28:30 PM GMT+0530","manojkumar","Croatia PII; Poland PII","Endpoint HTTPS","ichnaea-web.netflix.com","High","Permitted","97","82.8","New",
"1248226","21 Aug. 2020, 06:27:51 PM GMT+0530","saamarthgupta","Source code","Endpoint application (File Access)","Microsoft Office Outlook","Medium","Permitted","6","662.1","New",
"1248162","21 Aug. 2020, 06:27:33 PM GMT+0530","it","Poland PII","Endpoint HTTPS","logs.browserstack.com","Medium","Permitted","1","5","New",
"1248436","21 Aug. 2020, 06:27:02 PM GMT+0530","nitisrivastava","Encrypted Files","Endpoint application (File Access)","iTunes","Medium","Permitted","0","32","New",
"1248352","21 Aug. 2020, 06:26:56 PM GMT+0530","it","Poland PII","Endpoint HTTPS","firestore.googleapis.com","Medium","Permitted","1","1.1","New",
"1248311","21 Aug. 2020, 06:26:33 PM GMT+0530","it","Poland PII","Endpoint HTTPS","logs.browserstack.com","Medium","Permitted","1","5","New",
"1248211","21 Aug. 2020, 06:26:31 PM GMT+0530","kanwardeepsingh","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","9","91.9","New",
"1248153","21 Aug. 2020, 06:26:19 PM GMT+0530","kanwardeepsingh","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","4","5.6","New",
"1248430","21 Aug. 2020, 06:26:09 PM GMT+0530","varunnaik","Poland PII","Endpoint HTTPS","fls-eu.amazon.in","Medium","Permitted","1","30.6","New",
"1248346","21 Aug. 2020, 06:25:57 PM GMT+0530","it","Croatia PII","Endpoint HTTPS","fls-eu.amazon.in","Medium","Permitted","1","1.3","New",
"1248302","21 Aug. 2020, 06:25:50 PM GMT+0530","it","Croatia PII","Endpoint HTTPS","fls-eu.amazon.in","Medium","Permitted","1","2.3","New",
"1248299","21 Aug. 2020, 06:25:44 PM GMT+0530","varunnaik","Poland PII","Endpoint HTTPS","fls-eu.amazon.in","Medium","Permitted","1","33.4","New",
"1248204","21 Aug. 2020, 06:25:33 PM GMT+0530","it","Poland PII","Endpoint HTTPS","logs.browserstack.com","Medium","Permitted","1","4.9","New",
"1248135","21 Aug. 2020, 06:25:19 PM GMT+0530","dtlauncher","Source code","Endpoint application (File Access)","Safari","Medium","Permitted","6","662.1","New",
"1248412","21 Aug. 2020, 06:25:05 PM GMT+0530","dtlauncher","Source code","Endpoint application (File Access)","Microsoft Office Outlook","Medium","Permitted","6","662.1","New",
"1248339","21 Aug. 2020, 06:24:33 PM GMT+0530","it","Poland PII","Endpoint HTTPS","logs.browserstack.com","Medium","Permitted","1","4.9","New",
"1248268","21 Aug. 2020, 06:24:31 PM GMT+0530","nikhilgoyal","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","6","662.1","New",
"1248263","21 Aug. 2020, 06:24:26 PM GMT+0530","nikhilgoyal","Source code","Endpoint application (File Access)","Microsoft Office Outlook","Medium","Permitted","6","662.1","New",
"1248192","21 Aug. 2020, 06:24:15 PM GMT+0530","gauravtejwani","Source code","Endpoint application (File Access)","Microsoft Office Excel","Medium","Permitted","4","487.6","New",
"1248125","21 Aug. 2020, 06:24:09 PM GMT+0530","mayankjalotra","Croatia PII","Endpoint HTTPS","vfq2nsli1v76fglgdl9puq0cd.litix.io","Medium","Permitted","1","1.5","New",
"1248122","21 Aug. 2020, 06:24:03 PM GMT+0530","varunnaik","Poland PII","Endpoint HTTPS","fls-eu.amazon.in","Medium","Permitted","1","44.5","New",
"1247944","21 Aug. 2020, 06:23:54 PM GMT+0530","it","Source code","Endpoint application (File Access)","Safari","Medium","Permitted","6","662.1","New",
"1247647","21 Aug. 2020, 06:23:50 PM GMT+0530","kanwardeepsingh","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","4","22.8","New",
"1247642","21 Aug. 2020, 06:23:48 PM GMT+0530","sameergauba","GitHUB; Poland PII","Endpoint HTTPS","api.github.com","High","Permitted","3","20.1","New",
"1248065","21 Aug. 2020, 06:23:40 PM GMT+0530","it","Source code","Endpoint HTTPS","lightstep.medium.systems","Medium","Permitted","3","9.2","New",
"1248062","21 Aug. 2020, 06:23:39 PM GMT+0530","it","Poland PII","Endpoint HTTPS","trc-events.taboola.com","Medium","Permitted","1","4.3","New",
"1248057","21 Aug. 2020, 06:23:38 PM GMT+0530","varunnaik","Croatia PII; Poland PII","Endpoint HTTPS","fls-eu.amazon.in","Medium","Permitted","1","4.2","New",
"1248052","21 Aug. 2020, 06:23:35 PM GMT+0530","tanmayakamal","Source code","Endpoint application (File Access)","Microsoft Office Word","Medium","Permitted","6","662.1","New",
"1248049","21 Aug. 2020, 06:23:33 PM GMT+0530","it","Poland PII","Endpoint HTTPS","logs.browserstack.com","Medium","Permitted","1","4.9","New",
"1248044","21 Aug. 2020, 06:23:32 PM GMT+0530","dtlauncher","Source code","Endpoint application (File Access)","Lotus Notes","Medium","Permitted","6","662.1","New",
"1248033","21 Aug. 2020, 06:23:31 PM GMT+0530","varunnaik","Croatia PII; Poland PII","Endpoint HTTPS","fls-eu.amazon.in","Medium","Permitted","1","5.3","New",
"1247731","21 Aug. 2020, 06:23:19 PM GMT+0530","varunnaik","Slovakia PII","Endpoint HTTPS","fls-eu.amazon.in","Medium","Permitted","1","7","New",
"1247726","21 Aug. 2020, 06:23:14 PM GMT+0530","varunnaik","Croatia PII; Poland PII","Endpoint HTTPS","fls-eu.amazon.in","Medium","Permitted","1","5.9","New",
"1247723","21 Aug. 2020, 06:23:13 PM GMT+0530","kanwardeepsingh","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","4","5.6","New",
"1247930","21 Aug. 2020, 06:23:09 PM GMT+0530","kanwardeepsingh","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","4","19.4","New",
"1247927","21 Aug. 2020, 06:23:02 PM GMT+0530","kanwardeepsingh","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","3","6.7","New",
"1247627","21 Aug. 2020, 06:22:59 PM GMT+0530","jitendrasolanki","Password files","Endpoint application (File Access)","Safari","Medium","Permitted","0","6.7","New",
"1247622","21 Aug. 2020, 06:22:58 PM GMT+0530","jitendrasolanki","Password files","Endpoint application (File Access)","Safari","Medium","Permitted","0","6.7","New",
"1247878","21 Aug. 2020, 06:22:44 PM GMT+0530","mayankjalotra","Croatia PII","Endpoint HTTPS","vfq2nsli1v76fglgdl9puq0cd.litix.io","Medium","Permitted","1","0.4","New",
"1247875","21 Aug. 2020, 06:22:43 PM GMT+0530","kanwardeepsingh","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","7","54.9","New",
"1248021","21 Aug. 2020, 06:22:36 PM GMT+0530","swatiagrawal","Poland PII","Endpoint HTTPS","api.github.com","High","Permitted","3","10.6","New",
"1248018","21 Aug. 2020, 06:22:33 PM GMT+0530","it","Poland PII","Endpoint HTTPS","logs.browserstack.com","Medium","Permitted","1","4.9","New",
"1247715","21 Aug. 2020, 06:22:28 PM GMT+0530","swatiagrawal","Poland PII","Endpoint HTTPS","api.github.com","High","Permitted","3","7.6","New",
"1247920","21 Aug. 2020, 06:21:54 PM GMT+0530","mayankjalotra","Croatia PII","Endpoint HTTPS","vfq2nsli1v76fglgdl9puq0cd.litix.io","Medium","Permitted","1","0.4","New",
"1247616","21 Aug. 2020, 06:21:42 PM GMT+0530","swatiagrawal","Poland PII","Endpoint HTTPS","api.github.com","Medium","Permitted","1","10.7","New",
"1247864","21 Aug. 2020, 06:21:34 PM GMT+0530","mayankjalotra","Croatia PII","Endpoint HTTPS","vfq2nsli1v76fglgdl9puq0cd.litix.io","Medium","Permitted","1","0.4","New",
"1247861","21 Aug. 2020, 06:21:33 PM GMT+0530","it","Poland PII","Endpoint HTTPS","logs.browserstack.com","Medium","Permitted","1","4.9","New",
"1247999","21 Aug. 2020, 06:21:24 PM GMT+0530","jitendrasolanki","Password files","Endpoint application (File Access)","Safari","Medium","Permitted","0","6.7","New",
"1247996","21 Aug. 2020, 06:21:24 PM GMT+0530","mudit.garg","Encrypted Files","Endpoint application (File Access)","iTunes","Medium","Permitted","0","4","New",
"1247991","21 Aug. 2020, 06:21:24 PM GMT+0530","jitendrasolanki","Password files","Endpoint application (File Access)","Safari","Medium","Permitted","0","6.7","New",
"1247704","21 Aug. 2020, 06:21:16 PM GMT+0530","manishthakran","Slovakia PII; Poland PII","Endpoint HTTPS","conf.magenta.at","Medium","Permitted","2","0.7","New",
"1247900","21 Aug. 2020, 06:20:57 PM GMT+0530","avaykd","Source code","Endpoint application (File Access)","Microsoft Office Excel","Medium","Permitted","6","662.1","New",
"1247609","21 Aug. 2020, 06:20:49 PM GMT+0530","mayankjalotra","Croatia PII","Endpoint HTTPS","vfq2nsli1v76fglgdl9puq0cd.litix.io","Medium","Permitted","1","0.4","New",
"1247850","21 Aug. 2020, 06:20:33 PM GMT+0530","it","Poland PII","Endpoint HTTPS","logs.browserstack.com","Medium","Permitted","1","4.7","New",
"1247847","21 Aug. 2020, 06:20:32 PM GMT+0530","it","Poland PII","Endpoint HTTPS","logs.browserstack.com","Medium","Permitted","1","4.7","New",
"1247970","21 Aug. 2020, 06:20:30 PM GMT+0530","ankitkumar","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","2","328.1","New",
"1247965","21 Aug. 2020, 06:20:29 PM GMT+0530","swatiagrawal","GitHUB; Poland PII","Endpoint HTTPS","api.github.com","High","Permitted","1","11.7","New",
"1247962","21 Aug. 2020, 06:20:28 PM GMT+0530","it","Poland PII","Endpoint HTTPS","logs.browserstack.com","Medium","Permitted","1","1.3","New",
"1247809","21 Aug. 2020, 06:20:21 PM GMT+0530","swatiagrawal","Poland PII","Endpoint HTTPS","api.github.com","Medium","Permitted","1","0.9","New",
"1247682","21 Aug. 2020, 06:20:16 PM GMT+0530","dtlauncher","Source code","Endpoint application (File Access)","Microsoft Office Excel","Medium","Permitted","6","662.1","New",
"1247679","21 Aug. 2020, 06:20:12 PM GMT+0530","swatiagrawal","Poland PII","Endpoint HTTPS","api.github.com","Medium","Permitted","2","7","New",
"1247893","21 Aug. 2020, 06:20:04 PM GMT+0530","mayankjalotra","Croatia PII","Endpoint HTTPS","vfq2nsli1v76fglgdl9puq0cd.litix.io","Medium","Permitted","1","0.4","New",
"1247603","21 Aug. 2020, 06:19:56 PM GMT+0530","kavitaverma","Poland PII","Endpoint HTTPS","firestore.googleapis.com","Medium","Permitted","1","0.5","New",
"1247829","21 Aug. 2020, 06:19:37 PM GMT+0530","tanmayakamal","Source code","Endpoint application (File Access)","Safari","Medium","Permitted","6","662.1","New",
"1247778","21 Aug. 2020, 06:19:23 PM GMT+0530","nikhilgoyal","Source code","Endpoint application (File Access)","Microsoft Office Excel","Medium","Permitted","6","662.1","New",
"1247773","21 Aug. 2020, 06:19:21 PM GMT+0530","nikhilgoyal","Source code","Endpoint application (File Access)","Safari","Medium","Permitted","6","662.1","New",
"1247667","21 Aug. 2020, 06:19:10 PM GMT+0530","manishthakran","Poland PII","Endpoint HTTPS","conf.magenta.at","Medium","Permitted","1","0.3","New",
"1247662","21 Aug. 2020, 06:19:04 PM GMT+0530","vimalkumar","Slovakia PII; Poland PII","Endpoint HTTPS","www.olx.in","Medium","Permitted","1","0.4","New",
"1247500","21 Aug. 2020, 06:18:46 PM GMT+0530","kunalkewalramani","Source code","Endpoint application (File Access)","Cisco WebEx","Medium","Permitted","6","662.1","New",
"1247593","21 Aug. 2020, 06:18:34 PM GMT+0530","vimalkumar","Slovakia PII; Poland PII","Endpoint HTTPS","www.olx.in","Medium","Permitted","1","0.4","New",
"1247811","21 Aug. 2020, 06:18:20 PM GMT+0530","shivaninarang","Password files","Endpoint application (File Access)","Safari","Medium","Permitted","0","6.7","New",
